700605最年輕的女    2 999999902    08022319515320070800096202044  2 300033010503051                                                                                                                                                                      0001010504050203030306030204020401039802990298020202030302010203030799080502630602021059999996399999999999999999999999999999999999999999904990201
700611最年輕的男   03 999999902    08022320580221100300087503234  2 300584010502051                                                                                                                                                                      0602010506050303020205050102010502039202999292929203020303020302020799080402530403021059999990399990699999999999999999999999999999999999999990101
700619最年長的男  042 999999902    08022319522720192100096207336  2 300040010603012                                                                                                                                                                      0002010504030101020305039603020503040201020296919602039696029602039699089596470203036029999990699999999999599999999999999999999999999999999990101
700622唯一合格男  042 999999902    08022319524020104600090202022  1 300306010201011                                                                                                                                                                      0102019705060104979510000204020101040201020292029101040402010201040102990602430403036029999990699999999990999999999999999999999999999999999990101
700623最年輕的男   06 999999902    080223195240200815000200167    1 300008010403041                                                                                                                                                                      0002010605030101010108000204020103040201020202020201040101010101040101990202380602029069992061699999999999999999999999999999901999999999999990101
700625最年長的男  042 999999902    08022320073420115000094206014  2 200040010604012                                                                                                                                                                      0302019505040104020105000103020402030201029602020203030403020302020799080701280301029069996020699999999990199999999999999999999999999999999990104
700640最年輕的女    2 999999902    08022418434718583300092205030  2 300082010402041                                                                                                                                                                      0002970598050102010306050202020103030201020202020201020203010303020101990202680402023029999990105999999999999999999999999999999999999999999990201
700652最年輕的女    2 999999902    08022319540820032000096209003  2 300056010301031                                                                                                                                                                      0201010505050202020205050203020401040201020202020201030401010202030102990402740602027019999996399999999999999999999999999999999999999999908990201
700663最年輕的男   03 999999902    08022319543520032200094206036  1 200150010402041                                                                                                                                                                      0401010505050101020303000204029802040201010202020201040401969698040502990202550503021049999991999999999999999999999999999999999999906999999990101
700666唯一合格女   03 999999902    08022319545820105500096207431  2 300008010201012                                                                                                                                                                      0002020606060201030202009802029801040201020202910201010401020102030101990202470402029018019990299039999999999999999999999999999999999999999990201
700667最年輕的男   03 999999902    08022319545920053400096207330  2 300035010202021                                                                                                                                                                      0302989898059803989805050298020102030298990298020202030398029896029599950202770698027019999990399990299999999999999999999999999999999999999990101
700691唯一合格女   03 999999902    08022319564520113600096207313  1 300016010302011                                                                                                                                                                      0101010406030101010306000204020102040202990202020201040496969696040102990202430601012069999990599999999019999999999999999999999999999999999990201
